4.606671095,400065.5,459196.8,32,11497.5,1,100,128,47
6.266955376,788555.3,1498713.8,32,11213.8,1,100,128,47
3.433938503,251309.9,255719.5,32,15603.6,1,100,128,47
8.450914145,399991.1,459628.6,32,15244.9,1,100,256,47
9.508952379,788770.7,1499912.7,32,15080.2,1,100,256,47
4.169779778,251349.9,255728,32,15010.5,1,100,256,47
10.01023483,400145,459565.1,32,15794.8,1,100,512,47
13.6223073,789258,1498096.7,32,15591.5,1,100,512,47
7.639927149,251357,255795.9,32,15074.5,1,100,512,47
5.995653391,400075.7,459654.8,32,15559.2,1,100,128,47
8.391704082,788819.3,1498958.5,32,15610.8,1,100,128,47
4.278203964,251214.2,255871.9,32,15066.9,1,100,128,47
9.221053123,400065.9,459593.5,32,15610.8,1,100,256,47
14.46820855,789355.3,1498221.8,32,15871,1,100,256,47
4.948665619,251021,255703.3,32,15617.9,1,100,256,47
11.20564246,400448.6,459846.7,32,15873,1,100,512,47
20.09861708,788119.2,1498033.9,32,15045,1,100,512,47
10.91444612,251486.2,255902.6,32,15907.9,1,100,512,47
27.4808414,199542.5,8264393.6,32,15628,1,100,128,47
30.0393765,199620.5,8254564.2,32,15640.2,1,100,128,47
27.467942,199517.1,8294502.6,32,15584.5,1,100,128,47
31.78010082,199547.5,8289801.8,32,15034.9,1,100,256,47
31.63605046,199484,8283854,32,14954.1,1,100,256,47
32.27802348,199565.4,8270054.2,32,15650.4,1,100,256,47
41.91254568,199492.9,8293858.6,32,15056.5,1,100,512,47
45.23053789,199742.2,8282781.4,32,15654.5,1,100,512,47
44.47158551,199366.9,8269845.4,32,15087.7,1,100,512,47
30.35724592,199663.8,8280089.2,32,15552.9,1,100,128,47
29.07871461,199407.3,8285981.8,32,16359.8,1,100,128,47
31.06200695,199595.6,8254802.4,32,14660.1,1,100,128,47
36.07559538,199829.3,8273033.4,32,15712.9,1,100,256,47
38.27796078,199472.5,8274489.6,32,15605.7,1,100,256,47
35.07245207,199571.5,8272913,32,16181.2,1,100,256,47
48.33167243,199756.7,8275696.2,32,15585.4,1,100,512,47
47.27831554,199520.2,8285309.8,32,14696,1,100,512,47
46.90576601,199587.9,8246895.4,32,13800.1,1,100,512,47
3.868226767,448937.3,470083,32,15607.7,2,100,128,47
5.515430927,979924.3,1551606.2,32,14364.5,2,100,128,47
2.767392874,272116,259543.6,32,15587.6,2,100,128,47
4.592758656,449355.6,470590.7,32,15698.7,2,100,256,47
6.065266848,978597.1,1550444.6,32,15613,2,100,256,47
3.555451155,271804.9,259330.5,32,16131.2,2,100,256,47
8.069532156,448869.3,470169.8,32,15640.2,2,100,512,47
11.62598109,979076.6,1550344.1,32,15619.8,2,100,512,47
3.389223814,271707.1,259273.1,32,16174.7,2,100,512,47
4.489002705,448978.9,470560.8,32,15452,2,100,128,47
7.236610413,980484.4,1550608.5,32,15571.2,2,100,128,47
2.806059122,271997.8,259371.4,32,15064.8,2,100,128,47
4.671836376,449505.6,470616.3,32,15640.2,2,100,256,47
7.202088833,980664.7,1551314.8,32,15607.7,2,100,256,47
3.36761713,272306.7,259592.3,32,15650.4,2,100,256,47
7.774830103,449108.4,470168.2,32,15590.5,2,100,512,47
12.33387351,979786.1,1549422.7,32,15237,2,100,512,47
3.988390446,271892.5,259205.1,32,15619.8,2,100,512,47
11.45531225,219661.2,6785153.2,32,15496,2,100,128,47
12.10462904,219544.6,6803268,32,15615.7,2,100,128,47
13.57116914,219601.7,6783696.6,32,15044.1,2,100,128,47
16.8421433,219316.4,6770625.8,32,15786.4,2,100,256,47
17.32880569,219508.4,6807198.8,32,15213.1,2,100,256,47
15.55524254,219546.9,6762149,32,16180.2,2,100,256,47
24.50976205,219385.3,6788443.6,32,15646.5,2,100,512,47
24.67700672,219631.6,6766444.2,32,15031.8,2,100,512,47
28.90287352,219568.1,6800605.8,32,15590.3,2,100,512,47
11.36076283,219626.9,6806616.6,32,16114.9,2,100,128,47
12.44515681,219644.7,6784234.4,32,14875.4,2,100,128,47
11.01540184,219783.1,6800305.4,32,14065.6,2,100,128,47
18.31151295,219649.5,6782029,32,15422.1,2,100,256,47
15.32828259,219593.3,6799213.4,32,16150.8,2,100,256,47
15.7744503,219683.5,6780663.4,32,16110.5,2,100,256,47
26.13410401,219346,6781051.2,32,13888,2,100,512,47
30.77116561,219684.6,6786959.4,32,15595.6,2,100,512,47
24.26264358,219783,6781433.6,32,14801.2,2,100,512,47
3.466736794,482557.2,476807.2,32,16108.4,4,100,128,47
5.2202878,1138282.8,1581699.6,32,15431.1,4,100,128,47
2.751120806,284791.7,261298.9,32,15712.9,4,100,128,47
4.166157722,482469.3,476518.7,32,15601.6,4,100,256,47
6.03695631,1137982.6,1580600.4,32,15593.4,4,100,256,47
3.053815126,284871.1,261233.6,32,15621,4,100,256,47
5.206794977,482401,357384.6,32,15438,4,100,512,47
8.062915087,1137084.1,1582055.3,32,15590.5,4,100,512,47
3.531927586,284836.4,261206.4,32,14777.6,4,100,512,47
4.024246931,361844.2,476750.9,32,15572.2,4,100,128,47
6.50463748,1138140.9,1582068.5,32,15586.4,4,100,128,47
2.793075085,285115.7,195965.9,32,15604.5,4,100,128,47
4.521111488,482454.2,476746.9,32,15329.6,4,100,256,47
7.367836952,1137903.5,1581289.6,32,15785.4,4,100,256,47
2.944134951,285029.7,261349.5,32,15142.8,4,100,256,47
5.19458437,482785.7,476897.9,32,16068.6,4,100,512,47
9.46479249,1137722.8,1581141.4,32,16191.1,4,100,512,47
3.800651312,284856.5,261222.7,32,16121.3,4,100,512,47
9.103514671,232325.7,5266081.4,32,14041.7,4,100,128,47
9.167177439,232456,5256785.2,32,16111.8,4,100,128,47
9.244232893,232332.7,5265518.2,32,16112.8,4,100,128,47
16.94646811,232158.9,5252625.8,32,15429,4,100,256,47
16.93058062,232474.3,5266744.4,32,15585.4,4,100,256,47
17.04395199,232150,5261790.6,32,15628,4,100,256,47
28.35037589,232252.8,5274106.2,32,13564.7,4,100,512,47
27.90550828,232141.5,5274980.2,32,16427,4,100,512,47
28.13182116,232236.3,5253616.6,32,15792.6,4,100,512,47
8.272177696,232253,5272600.6,32,16187.7,4,100,128,47
8.329078197,232332.1,5273748,32,16219.5,4,100,128,47
8.608428717,232159.5,5258717.8,32,16200.7,4,100,128,47
17.13016725,232454,5246632.8,32,15587.4,4,100,256,47
17.68189859,232260.7,5247935.8,32,15643.3,4,100,256,47
17.06772804,232415,5269283.8,32,14642.1,4,100,256,47
28.5115695,232437.3,5266141.6,32,13783.6,4,100,512,47
28.72872972,232612.9,5255880,32,15603.8,4,100,512,47
28.36201859,232255.6,5254640.8,32,15609.9,4,100,512,47
3.194667578,503747,480310.4,32,16084.5,8,100,128,47
4.912590504,1249469.3,1597290.3,32,16103,8,100,128,47
2.623847485,219446.6,196774.9,32,16258,8,100,128,47
3.770869255,440332,360141,32,15604.8,8,100,256,47
5.665368795,1092654.8,1597840,32,16060.9,8,100,256,47
2.948342085,182824,163935.1,32,16067.3,8,100,256,47
4.903589725,377735.3,360157.2,32,16092.2,8,100,512,47
7.192056656,1093227.1,1396226.4,32,16073.7,8,100,512,47
3.462827682,292780.9,262406.2,32,16075,8,100,512,47
3.226277828,502587.7,479352.9,32,16067.6,8,100,128,47
6.193955183,1248439.4,1596919.7,32,16078.1,8,100,128,47
2.576384544,292571.7,262335.3,32,16065.3,8,100,128,47
3.76697135,503075.1,479880.5,32,16096.6,8,100,256,47
7.013433456,1250156.8,1597531.4,32,16056.8,8,100,256,47
2.868526459,292938.6,262385.6,32,16084.5,8,100,256,47
5.201928377,377885.1,420223.2,32,16081.4,8,100,512,47
9.024849892,1250320.8,1599595.8,32,16074,8,100,512,47
